textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
0eccc63901, Sorry to hear that man  He is were the **** cant reach him now. My heart goes out to you and your family.,Sorry,negative,morning,0-20,Mongolia,3278290,1553560,2
f5f6d20514,such.a.tease.,such.a.tease.,neutral,noon,21-30,Montenegro,628066,13450,47
72df0ca5a2,TODAy SUCKs - kisskass19: ï¿½you and katey broke up?! Yah Kate Broke up with me  Itï¿½s been awful nd Vodkas... http://tumblr.com/xkx1wgl8r,SUCKs,negative,night,31-45,Morocco,36910560,446300,83
f839525cb0,"'Updating Maven Dependencies' I know this is a good thing, but would be better if it happened when I was asleep","I know this is a good thing, but would be better if it happened when I was asleep",positive,morning,46-60,Mozambique,31255435,786380,40
d9a6244f11," arg..tried one pic, but she moved so i failed to save it...then they never showed her feet again  but they were purty!","arg..tried one pic, but she moved so i failed to save it...then they never showed her feet again  but they were purty!",neutral,noon,60-70,Myanmar (formerly Burma),54409800,653290,83
5d5926de2d," Yeah, my dad calls me Taltal, but it was taken on AOL back in 96, so I added a K for my last name, coincidence is Tal Talk.","Yeah, my dad calls me Taltal, but it was taken on AOL back in 96, so I added a K for my last name, coincidence is Tal Talk.",neutral,night,70-100,Namibia,2540905,8.23E+05,3
7dfb8ee831,I don`t wanna go back to work   sleepy time.,I don`t wanna go,negative,morning,0-20,Nauru,10824,20,541
ae2282aefe, NKOTB world is the best place to be,best,positive,noon,21-30,Nepal,29136808,143350,203
de8ac63636,Pinkberry,Pinkberry,neutral,night,31-45,Netherlands,17134872,33720,508
c2112e0f01, i am so jealous!!,jealous!,negative,morning,46-60,New Zealand,4822233,263310,18
fdb0ca60dd,Almost made it to reading comedy outlet. Headlining all weekend. Only took me 2 extra hours with traffic. Basically doubled my time.,Basically doubled my time.,negative,noon,60-70,Nicaragua,6624554,120340,55
cd4e9ab634, tis` cool..I still stand by my former proclamation! I`m just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol,tis` cool..I still stand by my former proclamation! I`m just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol,neutral,night,70-100,Niger,24206644,1266700,19
03af086e44," Congratuations, Sweetie.","Congratuations, Sweetie.",positive,morning,0-20,Afghanistan,38928346,652860,60
68927ebd21, ohh yeahh with the showcase he said his artist will be outta town  so keep me posted as to the next one,ohh yeahh with the showcase he said his artist will be outta town  so keep me posted as to the next one,neutral,noon,21-30,Albania,2877797,27400,105
8b6de71666, Huh... PR from 5 to 2..?,Huh... PR from 5 to 2..?,neutral,night,31-45,Algeria,43851044,2381740,18
4c45541bc8,"Hey, thanks for the follow, wow this is exciting a new tweet.","Hey, thanks for the follow, wow this is exciting a new tweet.",positive,morning,46-60,Andorra,77265,470,164
4e96aaff43,New picture isn`t working,New picture isn`t working,negative,noon,60-70,Angola,32866272,1246700,26
14511658bb,I`m hungry. And single.  heading to the golfing range soon.,hungry.,negative,night,70-100,Antigua and Barbuda,97929,440,223
95593ecedb," Cool Sound!! Luv 'Drama', 'Love Game' doesn`t work on ur myspace...    Wish Good Luck!! XoXo from Spain",ish Go,positive,morning,0-20,Argentina,45195774,2736690,17
ec321613d8,T-bone`s gone to sleep... Think we`re gonna join him,T-bone`s gone to sleep... Think we`re gonna join him,neutral,noon,21-30,Armenia,2963243,28470,104
a0a8bb5ad1," are you kidding me?! that looks incredible!!! Lay out and swim a lot for me, stuck in the cold NYC",! that looks incredible!!!,positive,night,31-45,Australia,25499884,7682300,3
c01b398556,can`t upload a picture. I already hate twitter,hate twitter,negative,morning,46-60,Austria,9006398,8.24E+04,109
2820205db5, I know! I`m so slow its horrible. DON`T TELL ON ME!,horrible.,negative,noon,60-70,Azerbaijan,10139177,82658,123
984d753104, congrats hey,congrats,positive,night,70-100,Bahamas,393244,10010,39
8d55b9acb6, lol u better hurry up cause your **** is running late and whats for breakfast,lol u better hurry up cause your **** is running late and whats for breakfast,neutral,morning,0-20,Bahrain,1701575,760,2239
fbf21ff132,going thru bills,going thru bills,neutral,noon,21-30,Bangladesh,164689383,130170,1265
e39af9f170, no omelette today  dim sum tomorrow! FEAST!,no omelette today  dim sum tomorrow! FEAST!,neutral,night,31-45,Barbados,287375,430,668
2602539701,"thinking of getting new dvds, csi.  can`t wait to get my laptop.","thinking of getting new dvds, csi.  can`t wait to get my laptop.",neutral,morning,46-60,Belarus,9449323,202910,47
e788c7663b,is going to help lancey cook,help,positive,noon,60-70,Belgium,11589623,30280,383
92803fa786, heard through the grapevine that we might see you around today. Looking forward to meeting you.,Looking forward,positive,night,70-100,Belize,397628,22810,17
b81ccfae03, diggin` your moustachio! Looking good daddio!,Looking good daddio!,positive,morning,0-20,Benin,12123200,112760,108
886ac94d0b,"_ I`m good thanks! Did you have a good drive? Careful with your blackberry, we don`t want you getting screamed at","I`m good thanks! Did you have a good drive? Careful with your blackberry,",positive,noon,21-30,Bhutan,771608,3.81E+04,20
7.75E+23," hiya, hows your week been?? just tried to DM you but your not following!  x","hiya, hows your week been?? just tried to DM you but your not following!",neutral,night,31-45,Bolivia,11673021,1083300,11
582b22f32e, FANTASTIC IDEA.. you the man! but I`ll end up all lonely when the tourist goes home,FANTASTIC IDEA.. you the man! but I`ll end up all lonely when the tourist goes home,neutral,morning,46-60,Bosnia and Herzegovina,3280819,51000,64
a0698ecf1d,Happy Mother`s Day. . .,Happy Mother`s Day. . .,neutral,noon,60-70,Botswana,2351627,566730,4
6ed1d3b93d,"I`m up. getting ready for skill. can`t wait to fail my bio final yay! ugh, honor classes suckkkk.  ):","I`m up. getting ready for skill. can`t wait to fail my bio final yay! ugh, honor classes suckkkk.  ):",negative,night,70-100,Brazil,212559417,8358140,25
255d4695a6,sorry for taking over twitter with my i-can`t-sleepness,sorry,negative,morning,0-20,Brunei,437479,5270,83
046a00d709,I miss vlogcandy,I miss,negative,noon,21-30,Bulgaria,6948445,108560,64
2223d650fe,class is almostt over,class is almostt over,neutral,night,31-45,Burkina Faso,20903273,273600,76
8427060c30,Another day @ Casino de Montreal,Another day @ Casino de Montreal,neutral,morning,46-60,Burundi,11890784,25680,463
fa67ea8b66,Morning! Bank Holiday Monday and the sun has gone - typical! Hospital for knee at 2:30 and then training at 6. Another  bust day,Morning! Bank Holiday Monday and the sun has gone - typical! Hospital for knee at 2:30 and then training at 6. Another  bust day,neutral,noon,60-70,C�te d'Ivoire,26378274,318000,83
9de8636140," It saddens me, you`re youtube has changed. It`s just like every other youtube kid, you used to be different",saddens,negative,night,70-100,Cabo Verde,555987,4.03E+03,138
e354a15298,just found out i have strep,just found out i have strep,neutral,morning,0-20,Cambodia,16718965,176520,95
c4d2ced255,I wish I could spend my last weekend as a high school student in burbank with everyone and not fly off to dc,I wish I could spend my last weekend as a high school student in burbank with everyone and not fly off to dc,positive,noon,21-30,Cameroon,26545863,472710,56
b13630ef02," thanks for adding me, glad to have you","thanks for adding me, glad to have you",positive,night,31-45,Canada,37742154,9093510,4
837956c3d7, Right now it is 5:07am.  Ugghhh.,Ugghhh,negative,morning,46-60,Central African Republic,4829767,622980,8
f8ce4ba6de,nice weather..looks like its going to rain here in # Delhi.,nice weather..,positive,noon,60-70,Chad,16425864,1259200,13
7970872189,http://bit.ly/wZK3o  <--- Paranoid. I actually like it better performed live rather than the studio version.,Paranoid. I actually like it better performed live rather than the studio version.,neutral,night,70-100,Chile,19116201,743532,26
87564ef90e,going to the lumberjack party,going to the lumberjack party,neutral,morning,0-20,China,1439323776,9388211,153
a1b094af26,Thank you OpenDNS for saving me from Comcast`s crappy DNS server. My internet is back up to par finally.,Thank you OpenDNS for saving me from Comcast`s crappy DNS server. My internet is back up to par finally.,neutral,noon,21-30,Colombia,50882891,1109500,46
bc4d433d86, i believe that you are,i believe that you are,neutral,night,31-45,Comoros,869601,1861,467
942ac68ba7,shower before doctor`s appointment,shower before doctor`s appointment,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,3.42E+05,16
59bf010e42," Hahahah, I will be using that saying from now on!","Hahahah,",positive,noon,60-70,Costa Rica,5094118,51060,100
e831b1889e," Homework bound for the whole weekend, not so fun",not so fun,negative,night,70-100,Croatia,4105267,55960,73
89d58a0517," Good luck whit the show tonite man, ill be watching",Good luck whit the show,positive,morning,0-20,Cuba,11326616,106440,106
fb6c9f0a9e,i should be 'bus stalking' right now..i soo wish i were still meeting  today,i should be 'bus stalking' right now..i soo wish i were still meeting  today,neutral,noon,21-30,Cyprus,1207359,9240,131
5fb7b27af5,finally got my SayNow account up and running  YAYY JBs got a Canadian SayNow number!.. is anyone else using their landline phone? CALL ME!,finally got my SayNow account up and running  YAYY JBs got a Canadian SayNow number!.. is anyone else using their landline phone? CALL ME!,neutral,night,31-45,Czechia (Czech Republic),10708981,77240,139
b9d1a9fc25,I hate it when I am in pain,hate,negative,morning,46-60,Democratic Republic of the Congo,89561403,2267050,40
96706cd7ce, Did I miss you going to The Killers or is it soon? Are you excited? I remembered I needed to ask you,Did I miss you going to The Killers or is it soon? Are you excited? I remembered I needed to ask you,neutral,noon,60-70,Denmark,5792202,42430,137
26272417b2,just woke up...for  once I managed to sleep in!! going out for lunch later then back to essay,just woke up...for  once I managed to sleep in!! going out for lunch later then back to essay,neutral,night,70-100,Djibouti,988000,23180,43
d3120710c4,"_R Drive-in!? srsly!? *jealous*  I have never ever been to one.  there is one down the rd, but it`s no longer operational :|",jealous*,negative,morning,0-20,Dominica,71986,750,96
f98991735e, chill its da rihanna bob. If it was 16 in I`d have no problem!!! Lol. R u at school all summer,chill its da rihanna bob. If it was 16 in I`d have no problem!!! Lol. R u at school all summer,neutral,noon,21-30,Dominican Republic,10847910,4.83E+04,225
e9e535e13b,Wonders why its so hard for me to concentrate...,hard,negative,night,31-45,Ecuador,17643054,248360,71
74fa55b2ad,"I feel bad over everything..  How can I be so stupid? Why was I so harsh? Its my fault, I know it. I`m sorry SaVvy, love you guys<3",feel bad ov,negative,morning,46-60,Egypt,102334404,995450,103
5f4b6a4e84,Good Morning  i ate pizza for breakfast,Good Morning,positive,noon,60-70,El Salvador,6486205,20720,313
4d2e0f9522,"And the city I love, Tucson, is the 18th most miserable  http://bit.ly/k3Gmw","And the city I love, Tucson, is the 18th most miserable",neutral,night,70-100,Equatorial Guinea,1402985,28050,50
63f0bc459f,can`t keep eyes open....*shuts eyes*,can`t keep eyes open....*shuts eyes*,neutral,morning,0-20,Eritrea,3546421,101000,35
5d7af585d3,...and all woman who transfer their first impressions (sexual/maternal) onto a less `threatening` man -- are themselves as weak as `Him`,weak,negative,noon,21-30,Estonia,1326535,42390,31
4c05fa770f," Sorry you are having a bad week. I feel like if I could get good sleep, I would be so much better too. Fog",Sorry,negative,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
0ee485322b,goodnight twitterville! really enjoyed pearl harbor. now off to sleep and cuddle with my hot man!  i will have good dreams tonight! XOXO,goodnight twitterville! really enjoyed pearl harbor. now off to sleep and cuddle with my hot man!  i will have good dreams tonight! XOXO,neutral,morning,46-60,Ethiopia,114963588,1000000,115
39c477c98e,can`t believe the weekend is over already!  Where does the time go?  Had a nice day with the fam. today.  Mum had a good day too.,a goo,positive,noon,60-70,Fiji,896445,18270,49
2463ad77e1,At branding iron with drea! White boubous and **** can get down! Haha crunk! For the next couple hours! Haha fun times!,fun,positive,night,70-100,Finland,5540720,3.04E+05,18
72c40e76ba,"is hanging with Bryant&&Hailee, possibly Lafayette tonight. `nd i don`t know why i keep updating this because i have 0 followers","is hanging with Bryant&&Hailee, possibly Lafayette tonight. `nd i don`t know why i keep updating this because i have 0 followers",neutral,morning,0-20,France,65273511,547557,119
2a580b779a,Happy mothers day mom.. i love yew...,Happy,positive,noon,21-30,Gabon,2225734,257670,9
10b3055e25,i <3 my new picture! its so pretty with the reflecting sunlight on the leaves!,its so pretty with the reflecting sunlight on,positive,night,31-45,Gambia,2416668,10120,239
75293e6d71,"wow, 5 pm rolled around really fast. I accomplished only one thing on my to do list today...","wow, 5 pm rolled around really fast.",negative,morning,46-60,Georgia,3989167,69490,57
6422d8044b, yeah.. gives me something useless to crib abt,useless,negative,noon,60-70,Germany,83783942,348560,240
9adc43322f,Worst day ever. And its only noon.,Worst day ever.,negative,night,70-100,Ghana,31072940,227540,137
fc07138564," Video a challenge when shot in not-so-scenic conference room with no mic, but thank you  Loved your Grant Park house & DOGS!!!",Loved,positive,morning,0-20,Greece,10423054,128900,81
62f9810c8c,Blue Oyster Cult - I Love The Night *that`s when all my friends are around*  ? http://blip.fm/~5jd4b,Love,positive,noon,21-30,Grenada,112523,340,331
81b03a933a, Haha **** you not inviting me,****,negative,night,31-45,Guatemala,17915568,107160,167
cb1ffba2a2,"_Phatass hopefully you`re up before 8, as meeting is at 8",hopefully,positive,morning,46-60,Guinea,13132795,2.46E+05,53
a6b98b0931,Hope ur all havin a nice Friday! Been feeling down this past week since my dog`s passing...,Hope ur all havin a nice Friday! Been feeling down this past week since my dog`s passing...,neutral,noon,60-70,Guinea-Bissau,1968001,28120,70
68371960cc, baby I`m in maryland I`m NOT gonna make it  BUT I will see ur sexy **** next sat in camden VIP....come early n hang!!!!!,baby I`m in maryland I`m NOT gonna make it  BUT I will see ur sexy **** next sat in camden VIP....come early n hang!!!!!,positive,night,70-100,Guyana,786552,196850,4
385e0fb48e,"wearing a pair of trousers that were loose last year, tight this year",tight this year,negative,morning,0-20,Haiti,11402528,27560,414
42385b0ddf, i won`t make u cry,i won`t make u cry,positive,noon,21-30,Holy See,801,0,2003
fb7aac9cf5,Got the sniffles   I SO don`t want to get sick - I don`t need this.,I SO don`t want to get sick,positive,night,31-45,Honduras,9904607,111890,89
1a9a0b6f02,will maybe have my cell phone soon ! Yeah !,will maybe have my cell phone soon ! Yeah !,positive,morning,46-60,Hungary,9660351,90530,107
117041af61, NO WAY! i didn`t know he was singing ROF thats without a doubt my fave he has done on idol thus far!! EEP~fangirl moment,fave,positive,noon,60-70,Iceland,341243,100250,3
1e8baf3c3e,had a **** contact with both parents >.>  grrr,****,negative,night,70-100,India,1380004385,2973190,464
fb58fcae23, I`m soo jealous right now!!,I`m soo jealous right now!!,negative,morning,0-20,Indonesia,273523615,1811570,151
65a48787a4,HollowbabesHere comes the utter shite #bgt <I completely agree,Here comes the utter shite,negative,noon,21-30,Iran,83992949,1.63E+06,52
97e811cd65,missing my bffls! missing my friday night dates!  hot dogs for dinner then who knows what the evening holds!,missing my bffls! missing my friday night dates!,negative,night,31-45,Iraq,40222493,434320,93
25c34776d8,  a good girl nevah tells hahahahaha! hope you had a good weekend,a good,positive,morning,46-60,Ireland,4937786,68890,72
5ac1a82457, Is the Bee to Busy to talk to his buddy on Yahoo?,Is the Bee to Busy to talk to his buddy on Yahoo?,neutral,noon,60-70,Israel,8655535,21640,400
b218339f8a, or a punch the shape of the card on a card on a card on a card. and then ask people what it is. for free cards.,or a punch the shape of the card on a card on a card on a card. and then ask people what it is. for free cards.,neutral,night,70-100,Italy,60461826,294140,206
995d809d1e,"Woke up and it`s bank holiday monday, so no college. got a text from tom via jason`s mobile earlier today, so i`m hoping they turned up.",i`m hoping they turned up.,positive,morning,0-20,Jamaica,2961167,10830,273
39fe3346ac, cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol,cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol,neutral,noon,21-30,Japan,126476461,364555,347
6631eb87ee,_Mcfly how cool will that be  she is so nice!! Bless her=] so what ya upto? Love you (L) XoxoX,how cool will that be  she is so nice!!,positive,night,31-45,Jordan,10203134,88780,115
648056717, Keep the suggestions coming...I love the classics!,g...I love the classics!,positive,morning,46-60,Kazakhstan,18776707,2699700,7
031c478bcf,cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,*Wabble Wabble*,negative,noon,60-70,Kenya,53771296,569140,94
b2c6875311,tonight my bed has been the Enterprise and I was Mrs Kirk,tonight my bed has been the Enterprise and I was Mrs Kirk,neutral,night,70-100,Kiribati,119449,8.10E+02,147
943294dea9,going to take my last final ... wish me luck ..,wish me luck,positive,morning,0-20,Kuwait,4270571,17820,240
f666f87f99,I just realized that im going home 2 weeks from today,I just realized that im going home 2 weeks from today,neutral,noon,21-30,Kyrgyzstan,6524195,191800,34
f3e38785dd,"my girlfriend still likes sesame st, and so do I",likes,positive,night,31-45,Laos,7275560,230800,32
1e874e6352,"time always seems to fly when im with wade, its weird; but i like it... a lot!",its weird; but i like it... a lot!,neutral,morning,46-60,Latvia,1886198,62200,30
b2211b716a,Just planted flovers in the school garden with my 3 yr old...VERY MUCKY but GREAT FUN,GREAT FUN,positive,noon,60-70,Lebanon,6825445,10230,667
69c69a7266, aww. can you tell her to follow me?,aww. can you tell her to follow me?,neutral,night,70-100,Lesotho,2142249,30360,71
55f3aa08a3,  does the Creepy Lolipop guy play head esploder 5  ??,does the Creepy Lolipop guy play head esploder 5,neutral,morning,0-20,Liberia,5057681,96320,53
2f13f89f74,I wish  I could choose what bands played trash on june 20th...hmmm!!!,I wish,positive,noon,21-30,Libya,6871292,1759540,4
5c6daee4bc, Sounds great. I`m looking forward to it then,Sounds great.,positive,night,31-45,Liechtenstein,38128,160,238
279c8c628f," I think that boat sailed my friend... The few CCO`s that had them, had them months ago....  I wish you luck though...",I wish you luck though...,positive,morning,46-60,Lithuania,2722289,6.27E+04,43
6cf831995f,awwww bless her  she needs another chance.,awwww bless her,positive,noon,60-70,Luxembourg,625978,2590,242
04e38afbb9, is nto milk deffo!,is nto milk deffo!,neutral,night,70-100,Madagascar,27691018,581795,48
6068afeef0,"We are in the State of Cheese - YUM! Green, moo-cow pastures everywhere, and super friendly Lutheran`s too",YUM!,positive,morning,0-20,Malawi,19129952,94280,203
25e0df85b5,bye bye for now you lovely tweeters and especially my followers,lovely tweeters,positive,noon,21-30,Malaysia,32365999,328550,99
6bd4a0b146,Heading home from Sacramento.  Will continue writing the WIndows Server 2008 R2 Unleashed book over the weekend.  Sigh  #windows,Heading home from Sacramento.  Will continue writing the WIndows Server 2008 R2 Unleashed book over the weekend.  Sigh  #window,neutral,night,31-45,Maldives,540544,300,1802
3627f662b9,i won because im awesome,awesome,positive,morning,46-60,Mali,20250833,1220190,17
3a567ecc5d,Off to class. Be back in about 2 hours!,Off to class. Be back in about 2 hours!,neutral,noon,60-70,Malta,441543,320,1380
2ebb6270b5, Yucky!  Time to bring out the vaccuum and go to War. Our house is always a spider haven for some reason. Not cool.,. Not cool.,negative,night,70-100,Marshall Islands,59190,180,329
f9e3ad266c, Problems seem to be fixed now! Thank you!,Thank you!,positive,morning,0-20,Mauritania,4649658,1030700,5
faac0eff26,Hmm... the new sports catalog and card jitsu updates are not appearing for me,Hmm... the new sports catalog and card jitsu updates are not appearing for me,neutral,noon,21-30,Mauritius,1271768,2.03E+03,626
1edb63bb1a,is not getting her posts posted to the topics,is not getting her posts posted to the topics,neutral,night,31-45,Mexico,128932753,1943950,66
382c9f3b3e,"Oh and thank alllll of you who put me in ur Follow Friday!!  to all of my new followers I usually do it, but today...I`m just too tired!",tired!,negative,morning,46-60,Micronesia,115023,700,164
0f8f76fc11,was gonna go to my brothers show but still feeling like poo :**(,poo,negative,noon,60-70,Moldova,4033963,32850,123
fede88d585,Comment my new myspace pictures plz?,Comment my new myspace pictures plz?,neutral,night,70-100,Monaco,39242,1,26337
23519c6777, I`m not feeling very inspired today...I was suppose to be @ the B`ham concert tonight!,I`m not feeling very inspired today..,negative,morning,0-20,Mongolia,3278290,1553560,2
7cf44f0b8b,"Hey,  I`ll be in sa then  maybe if we cross highways we can grab lunch?","Hey,  I`ll be in sa then  maybe if we cross highways we can grab lunch?",neutral,noon,21-30,Montenegro,628066,13450,47
b061fb5237,Battery is going to die!,Battery is going to die!,neutral,night,31-45,Morocco,36910560,446300,83
c4f0784c9c,Happy Mothers Day to all the mommy`s out there!,Happy Mothers Day to all the mommy`s out there!,positive,morning,46-60,Mozambique,31255435,786380,40
bd2b4a032d,"on my 42nd written ****.. i get less ideas every day, and every day","i get less ideas every day, and every day",negative,noon,60-70,Myanmar (formerly Burma),54409800,653290,83
8d57acb86c,Back at home and phone my grandma... I love her and miss her,Back at home and phone my grandma... I love her and miss her,neutral,night,70-100,Namibia,2540905,8.23E+05,3
3c7990018a, haha i love both of them too  hmm.. lol i`m in need of some good bands too,haha i love both of them,positive,morning,0-20,Nauru,10824,20,541
78e0cf049d,All ready for costume making! But... there`s no one here...!,All ready for costume making! But... there`s no one here...!,neutral,noon,21-30,Nepal,29136808,143350,203
3bd80b878c,Happy Birthday Mommy,Happy,positive,night,31-45,Netherlands,17134872,33720,508
1c616859e0, You are too kind! I swear I`m always feeding someone!,You are too kind!,positive,morning,46-60,New Zealand,4822233,263310,18
7e785e48c9, good tip..... but then my boss would read .... exactly what im supposed to do and would know where I was with the project,good tip.,positive,noon,60-70,Nicaragua,6624554,120340,55
a08ec6e26d, Star Trek is really good. I loved it too,loved,positive,night,70-100,Niger,24206644,1266700,19
6c796fad21,on my way to work! working sucks big time,working sucks bi,negative,morning,0-20,Nigeria,206139589,910770,226
7f1d96db1b,finally gonna get sum sleep  that concert was crazy!!! God Bless those ministers!!!,God Bless,positive,noon,21-30,North Korea,25778816,120410,214
83f9afe969,IN $RF .94 - target $5.30.  OUT $DNDN @$21.85 near days low,IN $RF .94 - target $5.30.  OUT $DNDN @$21.85 near days low,neutral,night,31-45,North Macedonia,2083374,25220,83
e2d012bcd7,SF felt WAY too intense for me tonight. Hope that doesn`t keep up. Upset with myself for not hanging with  and pearl,Upset,negative,morning,46-60,Norway,5421241,3.65E+05,15
9e7f2ad135, oh! so this could well be your last post!,oh! so this could well be your last post!,neutral,noon,60-70,Oman,5106626,309500,16
8e0ee58774, we are tooo fly boo,we are tooo fly boo,neutral,night,70-100,Pakistan,220892340,770880,287
fc25dd2f31, most of the time,most of the time,neutral,morning,0-20,Palau,18094,460,39
2eead4ff7b,school..  i wish it would just end already!,wish,positive,noon,21-30,Palestine State,5101414,6020,847
150ebf834f,"http://twitpic.com/67xv3 - Former Pawnshop were Jimi Hendrix got his 1st guitar, Seattle. Now a check cashing joint","http://twitpic.com/67xv3 - Former Pawnshop were Jimi Hendrix got his 1st guitar, Seattle. Now a check cashing joint",neutral,night,31-45,Panama,4314767,74340,58
97e86cfd26, that`s sad  what kind of mess are you getting into this weekend?,that`s sad  what kind of mess are you getting into this weekend?,negative,morning,46-60,Papua New Guinea,8947024,452860,20
47ac7fd547,why are matters of the heart so complicated?,complicated?,negative,noon,60-70,Paraguay,7132538,397300,18
bb2c08bb19,haha I`m bored! I think I`ll go watch a movie  BBL,bored!,negative,night,70-100,Peru,32971854,1280000,26
14121b5602,I am very bummed that there are no babydoll or spaghetti-strap tank Three Wolf Moon t-shirts. Love the meme; hate wearing a fabric box.,I am very bummed that there are no babydoll or spaghetti-strap tank Three Wolf Moon t-shirts. Love the meme; hate wearing a fabric box.,neutral,morning,0-20,Philippines,109581078,298170,368
8f29848b65," oh! Yeah,your mom told be about that.  I thought you meant his twitter ID & I was very confused. That sucks. Sick.",t sucks,negative,noon,21-30,Poland,37846611,3.06E+05,124
8a30be8cc7,"And i ain`t happy go lucky, its just today... The world don`t feel ugly","And i ain`t happy go lucky, its just today... The world don`t feel ugly",neutral,night,31-45,Portugal,10196709,91590,111
baeb1065cc,"Editors read this and nod, writers read this and take notes.  http://tinyurl.com/crm4c2","Editors read this and nod, writers read this and take notes.",neutral,morning,46-60,Qatar,2881053,11610,248
ef2802b2df,shift time  bbye biochem waaaaahhhhhh!! http://plurk.com/p/wxizo,shift time  bbye biochem waaaaahhhhhh!! http://plurk.com/p/wxizo,neutral,noon,60-70,Romania,19237691,230170,84
cf7c83ee2a,Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  http://snipurl.com/hq0n1,Happy,positive,night,70-100,Russia,145934462,16376870,9
23386e54b9, thanks for your follow  just do you own thing + join in with what interests you,thanks for your follow,positive,morning,0-20,Rwanda,12952218,24670,525
9d4b1e13a3,_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi,I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi,neutral,noon,21-30,Saint Kitts and Nevis,53199,260,205
897d2313ce,im going to work,im going to work,neutral,night,31-45,Saint Lucia,183627,610,301
368c2ee0fc, We decided I`d probably forget I had it in my pocket and sit on it by accident,We decided I`d probably forget I had it in my pocket and sit on it by accident,neutral,morning,46-60,Saint Vincent and the Grenadines,110940,390,284
b632227a07, I`m now a member of the street!!,I`m now a member of the street!!,neutral,noon,60-70,Samoa,198414,2830,70
b6877e603b," lol we are going to place called frosties its a soft play centre it knackers them lol, then i get peace for the gym  lol","lol we are going to place called frosties its a soft play centre it knackers them lol, then i get peace for the gym  lol",neutral,night,70-100,San Marino,33931,6.00E+01,566
ec34058059,fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts,fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts,negative,morning,0-20,Sao Tome and Principe,219159,960,228
6d25cf7750, aw honey... you just relaxin? That`s probably for the best.,aw honey.,positive,noon,21-30,Saudi Arabia,34813871,2149690,16
ac06c2c60c," coooooooool, yes, CIWWAF are awesome.",awesome.,positive,night,31-45,Senegal,16743927,192530,87
760c4e9790,either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,negative,morning,46-60,Serbia,8737371,87460,100
04de4a348d,"My dog is sick. I love that little doggie. He`s usually so keen and happy, but he doesn`t even want to go for a run in the forest today.","My dog is sick. I love that little doggie. He`s usually so keen and happy, but he doesn`t even want to go for a run in the forest today.",neutral,noon,60-70,Seychelles,98347,460,214
331b42de7d,_Mitchell i`ve never been to the opera before...don`t think that was me,i`ve never been to the opera before...don`t think that was me,neutral,night,70-100,Sierra Leone,7976983,72180,111
829cec3fa6,  I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!,I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!,neutral,morning,0-20,Singapore,5850342,700,8358
9055095298,ready for the weekend and sad that I have to be at the office again tomorrow morning,sad th,negative,noon,21-30,Slovakia,5459642,48088,114
6d7cbe3da9,  I`m @ work and missed everythin yesterday but don`t know wot? Anybody,d missed everythin,negative,night,31-45,Slovenia,2078938,20140,103
70762d960b,is sad that greg pritchard didnt make it through to the final of britains got talent coz he soooo deserved it,is sad,negative,morning,46-60,Solomon Islands,686884,2.80E+04,25
f3d6df1119,is lets chat,is lets chat,neutral,noon,60-70,Somalia,15893222,627340,25
adb4c24b51,"Control which tweets u post on Facebook by using a hashtag, check out this awesome easy app!  http://apps.facebook.com/selectivetwitter/",awesome,positive,night,70-100,South Africa,59308690,1213090,49
fa18a81293,Baby was not herself after recieving vaccines,Baby was not herself after recieving vaccines,neutral,morning,0-20,South Korea,51269185,97230,527
56a82e0dea,Heading home. Could really have done without banging my head on the way into the bus,banging,negative,noon,21-30,South Sudan,11193725,610952,18
3428badfea,_distel Maybe u have natural ability for languages  I envy u on that !!,envy,negative,night,31-45,Spain,46754778,498800,94
37f6d9dc72,The cats are gone. All 3 of them.,cats are gone.,negative,morning,46-60,Sri Lanka,21413249,62710,341
daac9b8406,You such a good friend <3 I miss you so much,You such a good friend <3 I miss you so much,neutral,noon,60-70,Sudan,43849260,1765048,25
c1b8ead73d,"My Boy is leaving for the Summer, Going to stay with the Grandparents.. I`m gonna miss him!!",I`m gonna miss him!!,negative,night,70-100,Suriname,586632,156000,4
123eb790dc,It looks as though I am sick little friends,sick,negative,morning,0-20,Sweden,10099265,410340,25
630285dbc7, bored,bored,neutral,noon,21-30,Switzerland,8654622,3.95E+04,219
